"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Junis, Jakob","596001","70","11.7",32.9,"109.3","86.1","75.3","90.2","82.4","410","158",,"20",28.6,"3",4.3,3.3
"Harris, Hogan","663687","69","12.3",26.1,"110.3","84.9","73.4","90","83.9","425","129","420","18",26.1,"3",4.3,2.5
"Leiter Jr., Mark","643410","69","17.6",42,"110.5","87.2","76.4","88.9","84.4","414","173","411","24",34.8,"3",4.3,3
"Mejia, Juan","675848","69","17.3",31.9,"110.4","90.1","79.5","90.3","91","434","165","410","25",36.2,"2",2.9,1.8
"Banda, Anthony","607455","69","10.2",26.1,"113.9","90.1","80.4","92.7","88.2","412","150","409","27",39.1,"4",5.8,3.9
"Blackburn, Paul","621112","69","7.7",31.9,"110.2","87.5","76.4","90.3","85.2","393","151","393","26",37.7,"4",5.8,4.2
"Orze, Eric","679358","69","14.3",31.9,"113.3","86.2","74","93.4","81.3","379","147",,"23",33.3,"4",5.8,3.9
"Mayza, Tim","641835","69","5.6",31.9,"109.8","89.3","78.7","91.6","87.2","441","152","400","31",44.9,"3",4.3,2.9
"Nunez, Anthony","689296","69","12.8",40.6,"110.7","89.5","78.3","95.9","83.7","431","169","412","32",46.4,"6",8.7,5.7
"De Jesus, Enmanuel","646241","69","14.4",40.6,"105.8","91.1","81.9","94.9","86.4","410","173","410","32",46.4,"5",7.2,5
"Woodford, Jake","663765","68","13.7",48.5,"108.8","90.5","81.5","93.4","87.2","392","172","384","33",48.5,"4",5.9,4.4
"Romero, JoJo","668941","68","10",36.8,"110.1","91.2","80.6","92.9","91.2","416","158","395","29",42.6,"5",7.4,5
"Borucki, Ryan","621366","68","10.6",22.1,"110.6","88","76.5","90.7","86.8","419","139","401","27",39.7,"3",4.4,3.2
"Topa, Justin","623437","68","6.1",25,"115.7","91.2","80.3","92.1","91.3","453","145","415","31",45.6,"6",8.8,6.5
"Bazardo, Eduard","660825","67","19.8",37.3,"110.4","90.6","80.8","92.8","88.7","393","184","372","27",40.3,"6",9,6.1
"Bednar, David","670280","67","5.6",19.4,"111.5","87.7","76.1","90.4","88.7","411","108","408","27",40.3,"3",4.5,2.8
"Rogers, Taylor","573124","67","15.1",49.3,"107.3","86.7","75.6","91.3","75.9","397","192",,"20",29.9,"5",7.5,5.6
"Morán, Jovani","663558","67","19.1",31.3,"110.7","88.7","78.8","93","81.9","397","196","374","21",31.3,"6",9,5.3
"Kelly, Kevin","687330","66","1.5",30.3,"108.7","91.2","81.3","92.8","90.1","401","127","382","30",45.5,"6",9.1,6.7
"Banks, Tanner","621383","66","15.4",47,"108","86.4","74.4","88.6","86.5","422","186","422","20",30.3,"1",1.5,1
"Beeks, Jalen","656222","66","12.3",33.3,"116.9","89.9","78.8","93.4","86.4","457","165","421","28",42.4,"7",10.6,7.6
"Bernardino, Brennan","657514","66","8.5",30.3,"111.1","83.6","71.7","90.2","79","384","137","384","16",24.2,"3",4.5,3.3
"Lovelady, Richard","663992","66","8.4",27.3,"107.1","87.7","76.2","91.7","84.3","413","136","403","22",33.3,"3",4.5,2.9
"Schreiber, John","670167","65","9.9",38.5,"110.3","91","81.5","94.1","88.2","411","168","402","28",43.1,"4",6.2,4.5
"De Los Santos, Enyel","660853","65","18.6",36.9,"109.5","89","79.3","92.2","83.4","378","182","378","25",38.5,"3",4.6,3.4
"Scherzer, Max","453286","65","24.7",40,"110.9","89.1","78.6","93.7","89.5","435","198","396","25",38.5,"9",13.8,10.7
"McDonald, Trevor","686790","65","2.6",26.2,"114.4","90.9","80.6","96","90.8","436","112","416","29",44.6,"3",4.6,3.2
"Scott, Christian","681035","65","18.4",46.2,"108","87","76.7","87.5","89.1","403","175","403","19",29.2,"1",1.5,0.9
"Taylor, Grant","691799","64","12.7",32.8,"105.7","89.5","79.4","91","89.4","391","165","391","27",42.2,"4",6.3,3.6
"Barlow, Scott","605130","64","19.8",28.1,"107.7","86.7","76.3","92.4","79.7","393","167","379","19",29.7,"3",4.7,2.9
"Bachar, Lake","669199","64","17.8",32.8,"110.9","90.7","81.7","93.5","87.1","406","179","375","25",39.1,"5",7.8,4.7
"Loáisiga, Jonathan","642528","64","11.1",28.1,"112.3","89.1","78.1","93.3","87.8","400","154","399","27",42.2,"3",4.7,3.8
"Johnson, Pierce","572955","64","18",43.8,"108.1","90.3","81.2","93","85.6","421","199","406","23",35.9,"9",14.1,9.8
"Webb, Jacob","657097","64","11.1",40.6,"111.6","91.7","81.6","95.5","88.5","422","162","380","31",48.4,"7",10.9,7.1
"Bachman, Sam","696147","64","9",26.6,"114.1","85.9","74.6","90.1","84.3","372","140","361","19",29.7,"3",4.7,2.9
"Weissert, Greg","669711","64","7.7",31.3,"114.6","86.4","74.9","93.1","80.5","431","148","384","21",32.8,"3",4.7,3.2
"Kuhnel, Joel","669270","64","9.1",28.1,"105.2","88.7","77.9","94.8","86.8","390","126","380","26",40.6,"3",4.7,3.6
"Okert, Steven","595345","64","27.9",31.3,"110.5","84.6","73.4","88.9","81.6","426","181","410","15",23.4,"5",7.8,5.4
"Varland, Gus","681402","64","18.6",42.2,"110.4","93.1","84.2","95.9","92.5","378","193","378","31",48.4,"7",10.9,7.8
"Boyd, Matthew","571510","63","11.7",42.9,"112.5","89.2","75.5","94.9","85.2","427","166","413","32",50.8,"6",9.5,6
"Feltner, Ryan","663372","63","13.2",33.3,"110.9","89.5","78","94.6","83.9","462","175","412","31",49.2,"10",15.9,11.4
"Latz, Jacob","656641","63","19",20.6,"107.6","90.6","80.9","96.5","86.6","454","161","428","30",47.6,"5",7.9,5.5
"Lange, Alex","656638","63","6.4",33.3,"114.1","90.4","79.2","97.7","82.1","419","169","396","26",41.3,"10",15.9,9.9
"Avila, Luinder","679883","63","9.3",34.9,"109.9","88.4","77.2","91.5","86.3","420","159","420","22",34.9,"6",9.5,6.3
"O'Brien, Riley","676617","62","0.4",27.4,"107.7","87.1","74.2","92.3","83.5","389","118","389","24",38.7,"2",3.2,2
"Canning, Griffin","656288","62","10.5",33.9,"108.2","92.6","84.2","97.8","90.5","380","153","365","32",51.6,"7",11.3,7.1
"Erceg, Lucas","668674","62","7.6",27.4,"111","87.3","74.7","92.5","87.4","385","126",,"24",38.7,"3",4.8,3.2
"Povich, Cade","700249","62","17.1",22.6,"110.2","91.3","81.1","93.7","91.4","415","175","395","28",45.2,"6",9.7,7.3
"Suárez, Albert","544150","62","25",40.3,"109.8","89.8","80.8","94.4","81.7","422","202","407","23",37.1,"5",8.1,6.2
"Soriano, George","666277","62","15.7",24.2,"113.4","90.3","79.5","94.5","89.5","448","159","428","24",38.7,"7",11.3,7.8
"Criswell, Cooper","681867","62","6.3",24.2,"111.2","88.3","76.5","90","87.1","427","132","412","23",37.1,"4",6.5,4.7
"Doval, Camilo","666808","62","9.8",21,"109.2","90.7","80.5","95.6","88.3","445","130","390","31",50,"3",4.8,3.6
"Keller, Brad","641745","62","12.9",29,"107.9","85.6","73.4","91","81","409","168","389","21",33.9,"4",6.5,4.1
"Suarez, Robert","663158","62","10.5",33.9,"107","84.2","71.8","89.6","81.1","405","153","405","18",29,"2",3.2,2.2
"Gil, Luis","661563","62","14.6",27.4,"114.3","93.2","84","95.9","91.8","432","162","397","29",46.8,"6",9.7,7.1
"Ashcraft, Graham","668933","61","12.9",27.9,"107.1","88.9","79.2","93","85.9","382","161","368","22",36.1,"4",6.6,3.7
"Alexander, Jason","669920","61","12.9",31.1,"110","87.1","75.8","90.2","84.5","415","159","377","23",37.7,"6",9.8,7.1
"Mattson, Isaac","676755","61","20.9",47.5,"111.5","91.5","81.8","94.5","87.7","395","213",,"30",49.2,"7",11.5,8
"García, Luis","472610","61","17.6",34.4,"109.2","88.4","76.1","93.8","82.4","403","188","403","27",44.3,"3",4.9,4.1
"Moll, Sam","594580","61","9.7",23,"107.9","87","76","89.8","88.7","402","122","389","18",29.5,"3",4.9,3
"Winn, Keaton","676775","61","8.6",29.5,"108.7","84.9","74","89.9","81.1","374","141",,"15",24.6,"1",1.6,1.1
"Kinley, Tyler","641755","61","21.5",32.8,"109.6","84.1","71.2","90.2","75.5","438","184","398","15",24.6,"4",6.6,4.2
"Lee, Dylan","669276","60","21.1",31.7,"110.4","86.7","76.1","92.2","81.2","393","181","393","19",31.7,"3",5,3.2
"Farris, Mitch","815083","60","12.8",43.3,"112.6","87.2","75.5","93.8","80.6","408","171","386","22",36.7,"5",8.3,5.8
"Lodolo, Nick","666157","60","9.6",36.7,"115.9","89.2","77.2","94.6","82.4","409","179","393","24",40,"9",15,9.8
"Gage, Matt","657424","60","10.9",26.7,"110.5","85.3","74.9","89.1","82.5","441","153","403","16",26.7,"4",6.7,4.5
"Vodnik, Victor","680767","60","11",28.3,"110.4","89","78.6","91.6","87.7","401","151","387","21",35,"5",8.3,5.6
"Varland, Louis","686973","60","0.4",21.7,"112.7","86.2","74.7","89.7","85.6","355","106",,"19",31.7,"0",0,0
"Lawrence, Justin","664875","60","11.3",40,"109","89.3","78","89.9","89.8","429","156","404","24",40,"6",10,6.3
"Senga, Kodai","673540","60","19.1",43.3,"107.9","89.1","79","92.9","84.1","406","200","388","24",40,"6",10,6.2
"Smith, Cade","671922","60","16",31.7,"112.6","92.4","82.6","95.5","91","407","174","407","27",46.6,"5",8.3,4.9
"Yarbrough, Ryan","642232","60","15.2",36.7,"107.2","82.9","71.1","87.9","79","370","161","356","12",20,"1",1.7,1.2
"Santillan, Tony","663574","59","17.8",40.7,"110.3","91.8","83","95.2","86.5","435","206","396","31",52.5,"9",15.3,9.9
"Weaver, Luke","596133","59","14.5",23.7,"111","87.4","77.1","91.9","84.7","420","143","412","17",28.8,"5",8.5,5.5
"Imai, Tatsuya","837227","59","9.6",30.5,"112.3","90.5","81.3","95.8","89","429","142","390","30",50.8,"6",10.2,5.8
"Klein, Will","694361","58","5.4",36.2,"113.1","89.7","78.8","93.8","90.3","381","147",,"21",36.2,"1",1.7,1.1
"Hoffman, Jeff","656546","58","8.3",25.9,"107.2","87.9","78","91.7","84.8","414","138","398","18",31,"4",6.9,3.7
"Bolton, Cody","675989","58","15.4",36.2,"110.5","90.7","80","92.9","90.1","396","181","362","28",48.3,"6",10.3,6.3
"Winn, Cole","668390","58","15.8",41.4,"112.7","90.7","80","94.3","85","467","205","420","29",50,"3",5.2,3.4
"Quantrill, Cal","615698","58","20.4",37.9,"109.5","88.1","75.9","93","80.2","400","176","375","22",37.9,"7",12.1,8.8
"Anderson, Grant","681982","57","16.6",35.1,"111.3","88.7","77.7","94.8","83.4","430","167","409","25",43.9,"5",8.8,6
"Zeferjahn, Ryan","666171","57","15",26.3,"107.7","88.9","79.9","92.7","86.7","395","157","395","20",35.1,"2",3.5,1.9
"Nardi, Andrew","677053","57","12.6",29.8,"110.1","89.3","76.4","94","85.8","423","171","417","25",43.9,"6",10.5,6.4
"Schultz, Paxton","687606","57","19.7",36.8,"108.7","91.3","82","91.9","92.5","401","185","388","24",42.1,"6",10.5,7.1
"Abel, Mick","690953","57","14.6",40.4,"109.2","87.7","76","89.2","86.4","395","160",,"23",40.4,"3",5.3,3.2
"Englert, Mason","669438","56","21",41.1,"112.6","90.5","79.4","94.7","87.3","443","205","415","25",44.6,"8",14.3,11
"Bido, Osvaldo","674370","56","18.7",37.5,"108.9","88.5","76.6","92.2","84","431","192","388","23",41.1,"5",8.9,6.2
"King, John","667463","56","12.9",33.9,"109.3","86.9","76.9","92.9","84.9","419","161","410","16",28.6,"3",5.4,3.6
"Morillo, Juan","666661","56","10.6",26.8,"111","86.5","74.1","94.5","84.3","414","141","414","18",32.1,"3",5.4,3.3
"Pallette, Peyton","688883","56","16.1",35.7,"111.2","89.5","78.6","96.7","84.5","377","168","368","24",42.9,"4",7.1,4.1
"Strider, Spencer","675911","56","22.2",26.8,"107.6","89","80.2","94.1","83","423","194","393","19",33.9,"5",8.9,4.9
"Ginkel, Kevin","656464","56","12.2",23.2,"106.7","89.6","79.2","94.4","88","421","152","416","23",41.1,"5",8.9,5.7
"Lynch IV, Daniel","663738","55","9.8",30.9,"107.3","86.8","74.7","91.5","85.4","416","159","416","19",34.5,"4",7.3,4.4
"Kerkering, Orion","689147","55","18.8",23.6,"111.4","80.5","67.9","86.7","76.2","398","154","372","11",20,"4",7.3,4.7
"Faucher, Calvin","676534","55","6.1",30.9,"111.4","89.8","77.3","91.6","88.4","384","137",,"25",45.5,"3",5.5,3.2
"Hall, DL","669084","55","10.5",25.5,"109.8","86.3","74.9","91.7","86.3","401","137","401","19",34.5,"4",7.3,4
"Medina, Luis","665622","55","10.5",36.4,"111.1","91.7","82.4","94","89","402","172","402","22",40,"5",9.1,6
"Hill, Jaden","677955","55","12.7",36.4,"114.4","89.6","79.9","91.5","91.1","401","154","401","21",38.2,"1",1.8,1.2
"Alvarado, José","621237","54","18.5",37,"109.7","87.6","76.6","90.2","86.4","441","159","441","17",31.5,"1",1.9,1.1
"Soto, Gregory","642397","54","16.3",22.2,"111.2","84.6","71.9","91.5","84.4","397","138","397","17",31.5,"2",3.7,2.1
"Hicks, Jordan","663855","54","12.4",24.1,"110.9","91.1","82.1","87.6","94.2","396","134","396","19",35.2,"1",1.9,1.1
"Henderson, Logan","701656","54","25.3",46.3,"106.5","87","76.3","90.1","81","387","204","368","16",29.6,"5",9.3,5.6
"Mears, Nick","683232","54","14.5",35.2,"109.8","90.7","79.4","93","89.6","406","160","394","29",53.7,"7",13,9.1
"Baker, Bryan","641329","54","16.1",31.5,"109.1","86","74","94.6","79.6","395","153","366","17",31.5,"4",7.4,4.5
"Stanek, Ryne","592773","54","16.8",37,"114.3","91.6","80.2","96","90.2","409","181","405","22",40.7,"4",7.4,4
"Adam, Jason","592094","54","9",22.2,"115.6","86.8","75.9","92.9","83.1","388","148","351","20",37,"3",5.6,4.3
"Bigge, Hunter","685801","53","18.1",34,"109.8","89.2","80.1","90.2","90.7","411","165","411","19",35.8,"2",3.8,2.6
"Thompson, Ryan","657044","53","10.6",32.1,"112.2","89","78.5","90.5","91.8","451","138","451","17",32.1,"3",5.7,4.2
"Pérez, Cionel","672335","53","4",26.4,"109.3","93.2","83.5","97.8","92.4","425","121","401","30",56.6,"8",15.1,11
"Herrin, Tim","682120","53","16.5",26.4,"110.5","86.6","74.1","95.1","84.6","390","158","371","19",35.8,"4",7.5,5
"Matthews, Zebby","805673","53","19",28.3,"112.3","89","79.3","91.9","86.4","392","171","370","19",35.8,"4",7.5,5.5
"Bender, Anthony","669622","53","8.8",26.4,"109.8","88.1","77.7","91","86.3","376","147",,"17",32.1,"4",7.5,4.6
"Bummer, Aaron","607481","53","14.2",30.2,"108.1","93.6","85.1","98","90.9","422","174","401","29",54.7,"8",15.1,10.4
"Dreyer, Jack","676263","53","16.5",26.4,"109.3","89.3","78.3","93.7","88.8","407","166","407","22",41.5,"3",5.7,3.6
"Kilian, Caleb","668873","52","14.4",34.6,"109.5","87.6","76.7","89.9","86.7","447","165","413","18",34.6,"3",5.8,3.3
"Nance, Tommy","667297","52","9.7",30.8,"110.7","88.2","77.3","89.6","87.2","415","135","415","18",34.6,"2",3.8,2.4
"Franco, Jose","683742","52","20.5",30.8,"108.9","87.3","75.4","92.8","80.3","415","187","393","18",34.6,"6",11.5,7.6
"Domínguez, Seranthony","622554","52","17.2",42.3,"111.1","90.8","80.5","96.2","87.2","421","178","404","19",36.5,"6",11.5,6.6
"Sisk, Evan","681895","52","13.3",26.9,"108.2","85.6","74.1","93.3","80.4","437","150","437","17",32.7,"1",1.9,1.1
"Anderson, Shaun","641312","52","12.7",32.7,"111.4","87","76.3","93.2","83.2","411","151","377","19",36.5,"4",7.7,5.5
"Raley, Brooks","548384","51","17.2",43.1,"110.7","88","77.3","94.1","80.3","405","177","405","16",31.4,"3",5.9,3.6
"Uribe, Abner","682842","51","8.9",35.3,"109.8","88.3","78.5","89.5","89.4","389","153","386","18",35.3,"2",3.9,2.5
"Montgomery, Mason","682254","50","9.6",26,"112.9","88.5","75.2","95.7","84.3","410","139","409","22",44,"5",10,5.8
"Brogdon, Connor","641401","50","19.3",34,"111.6","91.6","82.2","94.3","90.1","414","183","399","22",44,"7",14,10.4
"Whitlock, Garrett","676477","50","14.4",32,"109.6","88","77.2","94.8","85.3","429","146","429","16",32,"4",8,4.9
"Fuentes, Didier","800311","50","15.8",26,"109.3","88.7","78.8","92.3","87.5","407","175","407","17",34,"3",6,3.6
"Fluharty, Mason","689254","50","19.6",38,"109.1","84.8","74.1","88.7","82.7","360","174","351","14",28,"3",6,3.5
"Mantiply, Joe","573009","50","3.5",34,"109.3","90.5","77.8","96.8","85.8","414","143","414","22",44,"5",10,7
"Hart, Kyle","606996","50","6.5",28,"110.6","85.7","74.9","92.4","83.5","392","126",,"13",26,"2",4,2.9
"Petersen, Michael","656848","50","22.1",24,"110.9","91.8","82.6","96.3","89.2","373","179","353","21",42,"7",14,9
"Pomeranz, Drew","519141","50","27.2",36,"109.6","88.1","77.5","92.2","81.2","409","182","399","17",34,"5",10,6.9
"Samaniego, Tyler","701719","50","12.7",26,"111.4","90.8","81.4","93","90.7","417","144","417","18",36,"2",4,2.8
"Scott, Tanner","656945","49","19.2",36.7,"110.6","87.5","78.4","88.9","87.1","413","174","395","13",26.5,"4",8.2,5.2
"Walker, Ryan","676254","49","5.7",30.6,"107.4","84.2","72.5","88.5","79.5","424","155","406","15",30.6,"3",6.1,4.1
"Muñoz, Andrés","662253","49","12.6",36.7,"111.9","89.4","75.8","95.8","84.6","438","169","406","24",49,"7",14.3,7.9
"Silseth, Chase","681217","49","11.2",34.7,"107.2","87.2","76.5","90.7","84.6","372","150","372","15",30.6,"3",6.1,3.7
"Gray, Peyton","682608","49","20.3",28.6,"110.3","88.9","77.7","93.5","89","405","157","401","20",40.8,"4",8.2,5.7
"Henriquez, Edgardo","683618","49","14.7",14.3,"106.6","83.5","70.3","91.4","80.6","440","112","440","14",28.6,"1",2,1.3
"Kelly, Zack","677161","49","7.8",36.7,"111.6","88.1","76.4","93.2","82.8","430","153","430","19",38.8,"4",8.2,5.6
"Treinen, Blake","595014","49","8.1",36.7,"110.3","90","77.6","97.4","83.7","428","164","418","22",44.9,"8",16.3,11.1
"Seabold, Connor","657756","49","15.3",34.7,"108.2","87.1","76.4","90.4","84.5","412","175","395","17",34.7,"2",4.1,2.9
"Cruz, Fernando","518585","48","21.3",27.1,"108.6","86.5","75.4","88.8","85.6","403","172","395","13",27.1,"3",6.3,3.2
"Morgan, Eli","669212","48","18.5",33.3,"110","88.8","77.9","92.5","85.4","452","181","399","22",45.8,"3",6.3,4.7
"Leasure, Jordan","673929","48","27",39.6,"115.3","92","82.3","94.9","87.3","425","213","390","20",41.7,"12",25,16.2
"Sewald, Paul","623149","48","35.3",41.7,"107.3","90.3","81.1","92.2","94.6","426","248","407","19",39.6,"5",10.4,6.4
"Vest, Will","676684","48","3.8",22.9,"112.6","89.2","78.5","90.8","88.6","419","130","402","16",33.3,"4",8.3,5.6
"Herget, Jimmy","623474","48","27.2",33.3,"112","90.4","79","94","87.5","409","203","381","22",45.8,"6",12.5,8.6
"Bowlan, Jonathan","680742","48","13.5",31.3,"108.9","87.3","77.4","87.6","87.3","412","158","412","16",33.3,"2",4.2,2.9
"Megill, Trevor","656730","48","14.9",31.3,"111.1","91.7","82","92.7","92","393","165",,"22",45.8,"3",6.3,3.9
"Bird, Jake","656234","48","9",27.1,"113.2","89.8","79","97.5","87.1","432","132","427","19",39.6,"4",8.3,5.4
"Cano, Yennier","666974","47","2.2",25.5,"107.5","88.9","78.4","94.6","85.4","406","126","406","20",42.6,"5",10.6,7.5
"Garcia, Rico","670329","47","14.4",23.4,"108.7","85","72.6","94.4","80.1","412","133","412","15",31.9,"2",4.3,2.4
"Rolison, Ryan","669020","46","9.7",34.8,"112.4","89.7","79.7","95.1","85.2","407","141","374","20",43.5,"4",8.7,5.8
"Miller, Bryce","682243","46","16.8",23.9,"106.9","86.6","77","89.3","83.9","412","145","375","13",28.3,"2",4.3,3.2
"Smith, Burch","572143","46","5.3",34.8,"108.4","90.3","79.6","92.2","89.9","407","137","407","22",47.8,"2",4.3,2.7
"Enns, Dietrich","608650","46","20",34.8,"107.7","91.6","83.1","94.1","89.6","399","185",,"18",39.1,"3",6.5,4.3
"Strahm, Matt","621381","46","22.6",26.1,"105.9","89.5","80.3","88.4","95","417","191","396","19",41.3,"2",4.3,2.8
"Maton, Phil","664208","46","12.4",37,"108.1","89.8","79.6","91.7","87.6","403","179","382","20",43.5,"6",13,7.8
"Holderman, Colin","670059","46","12.3",32.6,"110.3","88.3","76.5","93","87.2","391","142","390","21",45.7,"6",13,8.2
"Rodríguez, Elmer","695684","46","10.6",28.3,"107.3","88.1","77","89.5","87.4","378","150",,"17",37,"2",4.3,3.1
"Kimbrel, Craig","518886","45","16.2",31.1,"107.4","88.5","78.4","93.6","81.1","448","197","412","17",37.8,"2",4.4,2.9
"Falter, Bailey","663559","45","17.3",48.9,"109.6","91.5","80.6","92.4","91.8","420","190","400","20",44.4,"3",6.7,5.3
"Funderburk, Kody","681892","45","8.7",26.7,"108.9","87.8","77.5","91.1","86.2","400","137","400","13",28.9,"2",4.4,2.9
"Pagán, Emilio","641941","44","27.4",38.6,"107.7","91.6","82.7","95.6","89.6","413","217","393","25",56.8,"5",11.4,8.1
"Warren, Austin","681810","44","16.7",50,"107.3","90.3","82.1","91.9","87.2","387","190","374","17",38.6,"4",9.1,5.6
"Boyle, Joe","671212","44","19.4",43.2,"108.4","87.3","74.7","91.9","86.8","413","161","369","19",43.2,"2",4.5,3
"Wolfram, Grant","664991","44","9.2",40.9,"107.9","89.4","77.3","94.9","82.5","386","157",,"20",45.5,"3",6.8,4.3
"Gaddis, Hunter","683769","43","15.3",27.9,"114.1","88.7","79.2","90.3","87.6","386","166","371","14",32.6,"4",9.3,6.6
"Shugart, Chase","663767","43","12.9",23.3,"108.4","87.9","75.5","94.2","80.9","389","164","382","17",39.5,"3",7,4.4
"Abreu, Bryan","650556","42","11.1",28.6,"106.9","91.5","81.9","96.2","87.3","391","161","362","22",52.4,"5",11.9,5.8
"Williams, Devin","642207","42","15.4",35.7,"108.7","89","79.8","92.7","85.3","416","175","414","12",28.6,"4",9.5,5.2
"Wilcox, Cole","677961","41","5.6",41.5,"114.7","90.9","80.2","95.3","86.2","389","156","389","19",46.3,"5",12.2,7.1
"Zerpa, Angel","672582","41","0.3",24.4,"114.6","92.4","80.1","96.4","90.8","397","115","380","21",51.2,"3",7.3,5.5
"Barco, Hunter","682995","41","12.6",31.7,"112.3","89.4","77.6","95.6","87.3","387","159","366","18",43.9,"3",7.3,5
"Murray, Jayden","681151","41","19.2",31.7,"109.3","89.9","81.2","91.2","89.6","389","195",,"15",36.6,"3",7.3,5.7
"Speier, Gabe","642100","40","11.2",32.5,"112","87.4","74.9","94.4","82","417","159","417","12",30,"5",12.5,8.3
"Iglesias, Raisel","628452","40","22.5",25,"111.7","87.9","78.3","91","83.2","380","162",,"13",32.5,"1",2.5,1.6
"Vesia, Alex","681911","40","24.8",37.5,"113.4","86.4","77.6","87.5","84","377","217",,"12",30,"2",5,2.7
"Morgan, David","688158","40","7.7",45,"109.6","85.7","74.4","93.2","80.1","388","141","364","11",27.5,"1",2.5,1.5
"Estrada, Jeremiah","669093","39","20",38.5,"104.8","83.9","70.9","91.5","70.6","399","192","369","13",33.3,"4",10.3,6.1
"Akin, Keegan","669211","39","21.1",41,"104.5","84.2","71.9","86.4","79.2","394","166","379","12",30.8,"2",5.1,3.7
"Petty, Chase","695534","39","15.9",41,"112.6","87.3","75.2","91.7","80.1","455","186","441","16",41,"3",7.7,6.7
"Davis, Tyler","699823","39","14.3",25.6,"108.7","89.6","80.2","90.3","89.6","372","148","372","15",38.5,"2",5.1,3.2
"Granillo, Andre","701552","38","21.3",34.2,"108.3","91","82.1","93.2","88","401","185","394","15",39.5,"5",13.2,10
"Hurt, Kyle","669165","37","10.5",29.7,"109.4","88.9","79.2","92.1","85.9","431","142","431","10",27,"1",2.7,1.6
"Hoffmann, Andrew","694851","37","18.1",29.7,"110.6","89.9","78.1","93.2","86.3","427","153","401","16",43.2,"3",8.1,5.1
"Chapman, Aroldis","547973","37","15",21.6,"113.5","90.2","77.9","96.4","85.6","396","165",,"17",45.9,"5",13.5,7.4
"Pivetta, Nick","601713","36","24.1",25,"105.9","86.2","76.4","90.3","82.8","331","169",,"11",30.6,"1",2.8,1.5
"Rojas, Kendry","696070","36","12.4",38.9,"107","84.9","71.6","92.3","84.8","364","156",,"13",36.1,"3",8.3,4.9
"Morales, Luis","806960","35","20.7",42.9,"110.4","90.4","79.4","95.4","89.5","420","191","394","16",45.7,"5",14.3,9.1
"Hanifee, Brenan","669724","35","9.7",25.7,"105.2","87.6","76.6","89.6","86.1","412","153","412","12",34.3,"3",8.6,7.3
"Johnson, Ryan","696270","35","24.9",31.4,"110","90.7","79.9","93.8","91.4","406","178","387","15",42.9,"3",8.6,6.4
"Hoppe, Alex","695380","35","5.2",40,"109","88.6","76.8","92.2","88.4","393","147",,"15",42.9,"1",2.9,1.9
"Kittredge, Andrew","552640","35","11.2",40,"110.6","86.9","76.1","89.3","83.4","391","141","370","10",28.6,"2",5.7,4.2
"Gordon, Colton","676467","35","12.9",40,"108.2","88.7","76.9","93.5","80.7","408","186","376","17",48.6,"4",11.4,8
"Sands, Cole","663485","35","14.1",31.4,"108.7","94.4","86.5","96.8","91.3","406","169","398","18",51.4,"3",8.6,6
"Richards, Trevor","670950","35","30.1",31.4,"105.2","90.5","84.2","93","91.2","403","202","378","10",28.6,"2",5.7,3.8
"Bennett, Jake","687562","34","4.2",20.6,"115.8","89","75.3","97","86.5","378","113","359","16",47.1,"2",5.9,4.8
"Collyer, Gavin","686560","34","10.3",38.2,"107.6","87.4","77.9","91.9","84.2","352","140",,"8",23.5,"0",0,0
"Duran, Jhoan","661395","34","3.9",29.4,"110.4","93","84.3","95.8","92.8","366","132","364","18",52.9,"3",8.8,4.6
"Miller, Mason","695243","34","5.9",26.5,"98.6","81.4","70.1","89.5","76.8","364","103",,"4",11.8,"0",0,0
"Javier, Cristian","664299","33","24.1",33.3,"109.9","89.6","77.7","91.7","90","376","192","361","12",36.4,"4",12.1,8.3
"Brash, Matt","666374","33","14.1",42.4,"111.3","90.9","80.6","96.7","86.7","379","178",,"14",42.4,"2",6.1,4.3
"Tidwell, Blade","694918","33","22.2",30.3,"110.1","86.3","75.3","90.4","88.2","383","143","383","12",36.4,"2",6.1,4.3
"Ribalta, Orlando","687377","33","15.4",18.2,"104.8","77","62","91.8","67.7","368","123",,"8",24.2,"1",3,2.1
"Jansen, Kenley","445276","32","29.8",40.6,"111.5","87.4","75","92.6","80.8","440","203","411","11",34.4,"4",12.5,6.8
"Cruz, Steven","674444","32","17.1",34.4,"108.3","88.9","77.2","97.5","81.8","414","174","391","13",40.6,"6",18.8,10.2
"Fermin, José","820862","32","9",31.3,"111.3","90.8","81.7","93.5","90.4","421","157","421","16",50,"4",12.5,7.1
"Foster, Cameron","671382","32","16.1",28.1,"106.5","87","77","91.9","88.7","380","124","380","9",28.1,"2",6.3,4.1
"Kent, Zak","687849","32","14.6",31.3,"107.9","91.4","82.5","94.2","87.4","397","190","374","14",43.8,"4",12.5,9.1
"Miller, Erik","669062","32","3.6",31.3,"113.7","85.3","72.5","96.5","81.4","452","134","452","10",31.3,"3",9.4,4.4
"Bellozo, Valente","678368","32","20",40.6,"110.7","91.3","80.2","96.9","84.7","460","224","418","16",50,"5",15.6,10.4
